test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,carga_api_checkout_simulado,00:00:45,global information,2600,2600,0,57.8,58.59,114.14,710.93,98.24,156.93,170.88,196.48,47.51,0,0,0,0
